ID,Date,IngredientName,Stock
114,2021-03-30 23:04:42.082296,carotte,191
115,2021-03-30 23:04:42.082296,rice,256
116,2021-03-30 23:04:42.082296,pork,90
117,2021-03-30 23:04:42.082296,mushroom,114
118,2021-03-30 23:04:42.082296,tomato,263
119,2021-03-30 23:04:42.082296,egg,182
120,2021-03-30 23:04:42.082296,beef,123
121,2021-03-29 23:04:42.082296,chicken,166
122,2021-03-29 23:04:42.082296,bread,236
123,2021-03-29 23:04:42.082296,lettuce,1
124,2021-03-29 23:04:42.082296,potato,225
125,2021-03-29 23:04:42.082296,carotte,127
126,2021-03-29 23:04:42.082296,rice,126
127,2021-03-29 23:04:42.082296,pork,224
128,2021-03-29 23:04:42.082296,mushroom,293
129,2021-03-29 23:04:42.082296,tomato,75
130,2021-03-29 23:04:42.082296,egg,174
131,2021-03-29 23:04:42.082296,beef,186
132,2021-03-28 23:04:42.082296,chicken,30
133,2021-03-28 23:04:42.082296,bread,291
134,2021-03-28 23:04:42.082296,lettuce,189
135,2021-03-28 23:04:42.082296,potato,169
136,2021-03-28 23:04:42.082296,carotte,104
137,2021-03-28 23:04:42.082296,rice,46
138,2021-03-28 23:04:42.082296,pork,147
139,2021-03-28 23:04:42.082296,mushroom,39
140,2021-03-28 23:04:42.082296,tomato,147
141,2021-03-28 23:04:42.082296,egg,45
142,2021-03-28 23:04:42.082296,beef,83
143,2021-03-27 23:04:42.082296,chicken,10
144,2021-03-27 23:04:42.082296,bread,10
145,2021-03-27 23:04:42.082296,lettuce,176
146,2021-03-27 23:04:42.082296,potato,15
147,2021-03-27 23:04:42.082296,carotte,102
148,2021-03-27 23:04:42.082296,rice,300
149,2021-03-27 23:04:42.082296,pork,246
150,2021-03-27 23:04:42.082296,mushroom,34
151,2021-03-27 23:04:42.082296,tomato,256
152,2021-03-27 23:04:42.082296,egg,193
153,2021-03-27 23:04:42.082296,beef,221
154,2021-03-26 23:04:42.082296,chicken,241
155,2021-03-26 23:04:42.082296,bread,127
156,2021-03-26 23:04:42.082296,lettuce,34
157,2021-03-26 23:04:42.082296,potato,51
158,2021-03-26 23:04:42.082296,carotte,239
159,2021-03-26 23:04:42.082296,rice,295
160,2021-03-26 23:04:42.082296,pork,245
161,2021-03-26 23:04:42.082296,mushroom,92
162,2021-03-26 23:04:42.082296,tomato,199
163,2021-03-26 23:04:42.082296,egg,186
164,2021-03-26 23:04:42.082296,beef,40
165,2021-03-25 23:04:42.082296,chicken,75
166,2021-03-25 23:04:42.082296,bread,183
167,2021-03-25 23:04:42.082296,lettuce,147
168,2021-03-25 23:04:42.082296,potato,73
169,2021-03-25 23:04:42.082296,carotte,49
170,2021-03-25 23:04:42.082296,rice,284
171,2021-03-25 23:04:42.082296,pork,229
172,2021-03-25 23:04:42.082296,mushroom,38
173,2021-03-25 23:04:42.082296,tomato,100
174,2021-03-25 23:04:42.082296,egg,221
175,2021-03-25 23:04:42.082296,beef,43
176,2021-03-24 23:04:42.082296,chicken,57
177,2021-03-24 23:04:42.082296,bread,235
178,2021-03-24 23:04:42.082296,lettuce,240
179,2021-03-24 23:04:42.082296,potato,148
180,2021-03-24 23:04:42.082296,carotte,262
181,2021-03-24 23:04:42.082296,rice,273
182,2021-03-24 23:04:42.082296,pork,153
183,2021-03-24 23:04:42.082296,mushroom,116
184,2021-03-24 23:04:42.082296,tomato,100
185,2021-03-24 23:04:42.082296,egg,13
186,2021-03-24 23:04:42.082296,beef,241
187,2021-03-23 23:04:42.082296,chicken,291
188,2021-03-23 23:04:42.082296,bread,69
189,2021-03-23 23:04:42.082296,lettuce,212
190,2021-03-23 23:04:42.082296,potato,184
191,2021-03-23 23:04:42.082296,carotte,276
192,2021-03-23 23:04:42.082296,rice,99
193,2021-03-23 23:04:42.082296,pork,79
194,2021-03-23 23:04:42.082296,mushroom,77
195,2021-03-23 23:04:42.082296,tomato,24
196,2021-03-23 23:04:42.082296,egg,286
197,2021-03-23 23:04:42.082296,beef,233
198,2021-03-22 23:04:42.082296,chicken,298
199,2021-03-22 23:04:42.082296,bread,179
200,2021-03-22 23:04:42.082296,lettuce,297
201,2021-03-22 23:04:42.082296,potato,154
202,2021-03-22 23:04:42.082296,carotte,24
203,2021-03-22 23:04:42.082296,rice,108
204,2021-03-22 23:04:42.082296,pork,154
205,2021-03-22 23:04:42.082296,mushroom,165
206,2021-03-22 23:04:42.082296,tomato,156
207,2021-03-22 23:04:42.082296,egg,227
208,2021-03-22 23:04:42.082296,beef,21
209,2021-03-21 23:04:42.082296,chicken,22
210,2021-03-21 23:04:42.082296,bread,94
211,2021-03-21 23:04:42.082296,lettuce,170
212,2021-03-21 23:04:42.082296,potato,260
213,2021-03-21 23:04:42.082296,carotte,140
214,2021-03-21 23:04:42.082296,rice,197
215,2021-03-21 23:04:42.082296,pork,105
216,2021-03-21 23:04:42.082296,mushroom,86
217,2021-03-21 23:04:42.082296,tomato,167
218,2021-03-21 23:04:42.082296,egg,78
219,2021-03-21 23:04:42.082296,beef,55
220,2021-03-20 23:04:42.082296,chicken,288
221,2021-03-20 23:04:42.082296,bread,19
222,2021-03-20 23:04:42.082296,lettuce,250
223,2021-03-20 23:04:42.082296,potato,152
224,2021-03-20 23:04:42.082296,carotte,19
225,2021-03-20 23:04:42.082296,rice,169
226,2021-03-20 23:04:42.082296,pork,220
227,2021-03-20 23:04:42.082296,mushroom,155
228,2021-03-20 23:04:42.082296,tomato,131
229,2021-03-20 23:04:42.082296,egg,123
230,2021-03-20 23:04:42.082296,beef,39
231,2021-03-19 23:04:42.082296,chicken,169
232,2021-03-19 23:04:42.082296,bread,293
233,2021-03-19 23:04:42.082296,lettuce,231
234,2021-03-19 23:04:42.082296,potato,43
235,2021-03-19 23:04:42.082296,carotte,13
236,2021-03-19 23:04:42.082296,rice,226
237,2021-03-19 23:04:42.082296,pork,46
238,2021-03-19 23:04:42.082296,mushroom,6
239,2021-03-19 23:04:42.082296,tomato,109
240,2021-03-19 23:04:42.082296,egg,138
241,2021-03-19 23:04:42.082296,beef,279
242,2021-03-18 23:04:42.082296,chicken,84
243,2021-03-18 23:04:42.082296,bread,105
244,2021-03-18 23:04:42.082296,lettuce,203
245,2021-03-18 23:04:42.082296,potato,217
246,2021-03-18 23:04:42.082296,carotte,206
247,2021-03-18 23:04:42.082296,rice,199
248,2021-03-18 23:04:42.082296,pork,79
249,2021-03-18 23:04:42.082296,mushroom,192
250,2021-03-18 23:04:42.082296,tomato,67
251,2021-03-18 23:04:42.082296,egg,256
252,2021-03-18 23:04:42.082296,beef,10
253,2021-03-17 23:04:42.082296,chicken,159
254,2021-03-17 23:04:42.082296,bread,229
255,2021-03-17 23:04:42.082296,lettuce,70
256,2021-03-17 23:04:42.082296,potato,44
257,2021-03-17 23:04:42.082296,carotte,221
258,2021-03-17 23:04:42.082296,rice,279
259,2021-03-17 23:04:42.082296,pork,75
260,2021-03-17 23:04:42.082296,mushroom,261
261,2021-03-17 23:04:42.082296,tomato,263
262,2021-03-17 23:04:42.082296,egg,276
263,2021-03-17 23:04:42.082296,beef,294
264,2021-03-16 23:04:42.082296,chicken,10
265,2021-03-16 23:04:42.082296,bread,122
266,2021-03-16 23:04:42.082296,lettuce,172
267,2021-03-16 23:04:42.082296,potato,5
268,2021-03-16 23:04:42.082296,carotte,195
269,2021-03-16 23:04:42.082296,rice,179
270,2021-03-16 23:04:42.082296,pork,202
271,2021-03-16 23:04:42.082296,mushroom,128
272,2021-03-16 23:04:42.082296,tomato,220
273,2021-03-16 23:04:42.082296,egg,174
274,2021-03-16 23:04:42.082296,beef,163
275,2021-03-15 23:04:42.082296,chicken,15
276,2021-03-15 23:04:42.082296,bread,276
277,2021-03-15 23:04:42.082296,lettuce,257
278,2021-03-15 23:04:42.082296,potato,40
279,2021-03-15 23:04:42.082296,carotte,181
280,2021-03-15 23:04:42.082296,rice,133
281,2021-03-15 23:04:42.082296,pork,227
282,2021-03-15 23:04:42.082296,mushroom,244
283,2021-03-15 23:04:42.082296,tomato,239
284,2021-03-15 23:04:42.082296,egg,244
285,2021-03-15 23:04:42.082296,beef,198
286,2021-03-14 23:04:42.082296,chicken,70
287,2021-03-14 23:04:42.082296,bread,55
288,2021-03-14 23:04:42.082296,lettuce,202
289,2021-03-14 23:04:42.082296,potato,140
290,2021-03-14 23:04:42.082296,carotte,243
291,2021-03-14 23:04:42.082296,rice,285
292,2021-03-14 23:04:42.082296,pork,52
293,2021-03-14 23:04:42.082296,mushroom,164
294,2021-03-14 23:04:42.082296,tomato,298
295,2021-03-14 23:04:42.082296,egg,119
296,2021-03-14 23:04:42.082296,beef,243
297,2021-03-13 23:04:42.082296,chicken,207
298,2021-03-13 23:04:42.082296,bread,2
299,2021-03-13 23:04:42.082296,lettuce,139
300,2021-03-13 23:04:42.082296,potato,205
301,2021-03-13 23:04:42.082296,carotte,12
302,2021-03-13 23:04:42.082296,rice,13
303,2021-03-13 23:04:42.082296,pork,284
304,2021-03-13 23:04:42.082296,mushroom,230
305,2021-03-13 23:04:42.082296,tomato,13
306,2021-03-13 23:04:42.082296,egg,133
307,2021-03-13 23:04:42.082296,beef,118
308,2021-03-12 23:04:42.082296,chicken,67
309,2021-03-12 23:04:42.082296,bread,64
310,2021-03-12 23:04:42.082296,lettuce,51
311,2021-03-12 23:04:42.082296,potato,78
312,2021-03-12 23:04:42.082296,carotte,290
313,2021-03-12 23:04:42.082296,rice,247
314,2021-03-12 23:04:42.082296,pork,188
315,2021-03-12 23:04:42.082296,mushroom,157
316,2021-03-12 23:04:42.082296,tomato,20
317,2021-03-12 23:04:42.082296,egg,236
318,2021-03-12 23:04:42.082296,beef,171
319,2021-03-11 23:04:42.082296,chicken,172
320,2021-03-11 23:04:42.082296,bread,167
321,2021-03-11 23:04:42.082296,lettuce,43
322,2021-03-11 23:04:42.082296,potato,143
323,2021-03-11 23:04:42.082296,carotte,155
324,2021-03-11 23:04:42.082296,rice,70
325,2021-03-11 23:04:42.082296,pork,210
326,2021-03-11 23:04:42.082296,mushroom,13
327,2021-03-11 23:04:42.082296,tomato,294
328,2021-03-11 23:04:42.082296,egg,5
329,2021-03-11 23:04:42.082296,beef,272
330,2021-03-10 23:04:42.082296,chicken,133
331,2021-03-10 23:04:42.082296,bread,166
332,2021-03-10 23:04:42.082296,lettuce,293
333,2021-03-10 23:04:42.082296,potato,279
334,2021-03-10 23:04:42.082296,carotte,157
335,2021-03-10 23:04:42.082296,rice,29
336,2021-03-10 23:04:42.082296,pork,177
337,2021-03-10 23:04:42.082296,mushroom,114
338,2021-03-10 23:04:42.082296,tomato,137
339,2021-03-10 23:04:42.082296,egg,26
340,2021-03-10 23:04:42.082296,beef,87
341,2021-03-09 23:04:42.082296,chicken,128
342,2021-03-09 23:04:42.082296,bread,247
343,2021-03-09 23:04:42.082296,lettuce,284
344,2021-03-09 23:04:42.082296,potato,50
345,2021-03-09 23:04:42.082296,carotte,299
346,2021-03-09 23:04:42.082296,rice,275
347,2021-03-09 23:04:42.082296,pork,32
348,2021-03-09 23:04:42.082296,mushroom,245
349,2021-03-09 23:04:42.082296,tomato,29
350,2021-03-09 23:04:42.082296,egg,254
351,2021-03-09 23:04:42.082296,beef,91
352,2021-03-08 23:04:42.082296,chicken,138
353,2021-03-08 23:04:42.082296,bread,188
354,2021-03-08 23:04:42.082296,lettuce,97
355,2021-03-08 23:04:42.082296,potato,50
356,2021-03-08 23:04:42.082296,carotte,173
357,2021-03-08 23:04:42.082296,rice,93
358,2021-03-08 23:04:42.082296,pork,228
359,2021-03-08 23:04:42.082296,mushroom,241
360,2021-03-08 23:04:42.082296,tomato,276
361,2021-03-08 23:04:42.082296,egg,43
362,2021-03-08 23:04:42.082296,beef,211
363,2021-03-07 23:04:42.082296,chicken,188
364,2021-03-07 23:04:42.082296,bread,268
365,2021-03-07 23:04:42.082296,lettuce,105
366,2021-03-07 23:04:42.082296,potato,285
367,2021-03-07 23:04:42.082296,carotte,51
368,2021-03-07 23:04:42.082296,rice,102
369,2021-03-07 23:04:42.082296,pork,89
370,2021-03-07 23:04:42.082296,mushroom,264
371,2021-03-07 23:04:42.082296,tomato,93
372,2021-03-07 23:04:42.082296,egg,172
373,2021-03-07 23:04:42.082296,beef,4
374,2021-03-06 23:04:42.082296,chicken,219
375,2021-03-06 23:04:42.082296,bread,89
376,2021-03-06 23:04:42.082296,lettuce,4
377,2021-03-06 23:04:42.082296,potato,212
378,2021-03-06 23:04:42.082296,carotte,219
379,2021-03-06 23:04:42.082296,rice,104
380,2021-03-06 23:04:42.082296,pork,6
381,2021-03-06 23:04:42.082296,mushroom,294
382,2021-03-06 23:04:42.082296,tomato,244
383,2021-03-06 23:04:42.082296,egg,47
384,2021-03-06 23:04:42.082296,beef,265
385,2021-03-05 23:04:42.082296,chicken,150
386,2021-03-05 23:04:42.082296,bread,99
387,2021-03-05 23:04:42.082296,lettuce,58
388,2021-03-05 23:04:42.082296,potato,63
389,2021-03-05 23:04:42.082296,carotte,48
390,2021-03-05 23:04:42.082296,rice,68
391,2021-03-05 23:04:42.082296,pork,24
392,2021-03-05 23:04:42.082296,mushroom,162
393,2021-03-05 23:04:42.082296,tomato,12
394,2021-03-05 23:04:42.082296,egg,196
395,2021-03-05 23:04:42.082296,beef,224
396,2021-03-04 23:04:42.082296,chicken,241
397,2021-03-04 23:04:42.082296,bread,60
398,2021-03-04 23:04:42.082296,lettuce,288
399,2021-03-04 23:04:42.082296,potato,117
400,2021-03-04 23:04:42.082296,carotte,85
401,2021-03-04 23:04:42.082296,rice,217
402,2021-03-04 23:04:42.082296,pork,229
403,2021-03-04 23:04:42.082296,mushroom,290
404,2021-03-04 23:04:42.082296,tomato,253
405,2021-03-04 23:04:42.082296,egg,191
406,2021-03-04 23:04:42.082296,beef,183
407,2021-03-03 23:04:42.082296,chicken,88
408,2021-03-03 23:04:42.082296,bread,191
409,2021-03-03 23:04:42.082296,lettuce,128
410,2021-03-03 23:04:42.082296,potato,274
411,2021-03-03 23:04:42.082296,carotte,98
412,2021-03-03 23:04:42.082296,rice,102
413,2021-03-03 23:04:42.082296,pork,272
414,2021-03-03 23:04:42.082296,mushroom,34
415,2021-03-03 23:04:42.082296,tomato,162
416,2021-03-03 23:04:42.082296,egg,74
417,2021-03-03 23:04:42.082296,beef,233
418,2021-03-02 23:04:42.082296,chicken,133
419,2021-03-02 23:04:42.082296,bread,158
420,2021-03-02 23:04:42.082296,lettuce,104
421,2021-03-02 23:04:42.082296,potato,295
422,2021-03-02 23:04:42.082296,carotte,202
423,2021-03-02 23:04:42.082296,rice,114
424,2021-03-02 23:04:42.082296,pork,141
425,2021-03-02 23:04:42.082296,mushroom,89
426,2021-03-02 23:04:42.082296,tomato,300
427,2021-03-02 23:04:42.082296,egg,178
428,2021-03-02 23:04:42.082296,beef,62
429,2021-03-01 23:04:42.082296,chicken,171
430,2021-03-01 23:04:42.082296,bread,273
431,2021-03-01 23:04:42.082296,lettuce,198
432,2021-03-01 23:04:42.082296,potato,232
433,2021-03-01 23:04:42.082296,carotte,240
434,2021-03-01 23:04:42.082296,rice,223
435,2021-03-01 23:04:42.082296,pork,81
436,2021-03-01 23:04:42.082296,mushroom,120
437,2021-03-01 23:04:42.082296,tomato,79
438,2021-03-01 23:04:42.082296,egg,24
439,2021-03-01 23:04:42.082296,beef,86
440,2021-02-28 23:04:42.082296,chicken,142
441,2021-02-28 23:04:42.082296,bread,131
442,2021-02-28 23:04:42.082296,lettuce,224
443,2021-02-28 23:04:42.082296,potato,179
444,2021-02-28 23:04:42.082296,carotte,192
445,2021-02-28 23:04:42.082296,rice,231
446,2021-02-28 23:04:42.082296,pork,234
447,2021-02-28 23:04:42.082296,mushroom,82
448,2021-02-28 23:04:42.082296,tomato,186
449,2021-02-28 23:04:42.082296,egg,276
450,2021-02-28 23:04:42.082296,beef,184
451,2021-02-27 23:04:42.082296,chicken,15
452,2021-02-27 23:04:42.082296,bread,212
453,2021-02-27 23:04:42.082296,lettuce,294
454,2021-02-27 23:04:42.082296,potato,11
455,2021-02-27 23:04:42.082296,carotte,203
456,2021-02-27 23:04:42.082296,rice,215
457,2021-02-27 23:04:42.082296,pork,282
458,2021-02-27 23:04:42.082296,mushroom,207
459,2021-02-27 23:04:42.082296,tomato,129
460,2021-02-27 23:04:42.082296,egg,36
461,2021-02-27 23:04:42.082296,beef,291
462,2021-02-26 23:04:42.082296,chicken,31
463,2021-02-26 23:04:42.082296,bread,123
464,2021-02-26 23:04:42.082296,lettuce,128
465,2021-02-26 23:04:42.082296,potato,10
466,2021-02-26 23:04:42.082296,carotte,203
467,2021-02-26 23:04:42.082296,rice,62
468,2021-02-26 23:04:42.082296,pork,30
469,2021-02-26 23:04:42.082296,mushroom,185
470,2021-02-26 23:04:42.082296,tomato,214
471,2021-02-26 23:04:42.082296,egg,148
472,2021-02-26 23:04:42.082296,beef,166
473,2021-02-25 23:04:42.082296,chicken,157
474,2021-02-25 23:04:42.082296,bread,246
475,2021-02-25 23:04:42.082296,lettuce,111
476,2021-02-25 23:04:42.082296,potato,104
477,2021-02-25 23:04:42.082296,carotte,51
478,2021-02-25 23:04:42.082296,rice,103
479,2021-02-25 23:04:42.082296,pork,182
480,2021-02-25 23:04:42.082296,mushroom,154
481,2021-02-25 23:04:42.082296,tomato,180
482,2021-02-25 23:04:42.082296,egg,189
483,2021-02-25 23:04:42.082296,beef,85
484,2021-02-24 23:04:42.082296,chicken,168
485,2021-02-24 23:04:42.082296,bread,75
486,2021-02-24 23:04:42.082296,lettuce,91
487,2021-02-24 23:04:42.082296,potato,44
488,2021-02-24 23:04:42.082296,carotte,219
489,2021-02-24 23:04:42.082296,rice,108
490,2021-02-24 23:04:42.082296,pork,249
491,2021-02-24 23:04:42.082296,mushroom,156
492,2021-02-24 23:04:42.082296,tomato,25
493,2021-02-24 23:04:42.082296,egg,245
494,2021-02-24 23:04:42.082296,beef,64
495,2021-02-23 23:04:42.082296,chicken,199
496,2021-02-23 23:04:42.082296,bread,180
497,2021-02-23 23:04:42.082296,lettuce,139
498,2021-02-23 23:04:42.082296,potato,109
499,2021-02-23 23:04:42.082296,carotte,142
500,2021-02-23 23:04:42.082296,rice,35
501,2021-02-23 23:04:42.082296,pork,126
502,2021-02-23 23:04:42.082296,mushroom,8
503,2021-02-23 23:04:42.082296,tomato,23
504,2021-02-23 23:04:42.082296,egg,297
505,2021-02-23 23:04:42.082296,beef,52
506,2021-02-22 23:04:42.082296,chicken,69
507,2021-02-22 23:04:42.082296,bread,145
508,2021-02-22 23:04:42.082296,lettuce,240
509,2021-02-22 23:04:42.082296,potato,26
510,2021-02-22 23:04:42.082296,carotte,163
511,2021-02-22 23:04:42.082296,rice,223
512,2021-02-22 23:04:42.082296,pork,23
513,2021-02-22 23:04:42.082296,mushroom,233
514,2021-02-22 23:04:42.082296,tomato,154
515,2021-02-22 23:04:42.082296,egg,48
516,2021-02-22 23:04:42.082296,beef,126
517,2021-02-21 23:04:42.082296,chicken,236
518,2021-02-21 23:04:42.082296,bread,134
519,2021-02-21 23:04:42.082296,lettuce,37
520,2021-02-21 23:04:42.082296,potato,20
521,2021-02-21 23:04:42.082296,carotte,112
522,2021-02-21 23:04:42.082296,rice,176
523,2021-02-21 23:04:42.082296,pork,255
524,2021-02-21 23:04:42.082296,mushroom,100
525,2021-02-21 23:04:42.082296,tomato,272
526,2021-02-21 23:04:42.082296,egg,0
527,2021-02-21 23:04:42.082296,beef,200
528,2021-02-20 23:04:42.082296,chicken,127
529,2021-02-20 23:04:42.082296,bread,78
530,2021-02-20 23:04:42.082296,lettuce,108
531,2021-02-20 23:04:42.082296,potato,203
532,2021-02-20 23:04:42.082296,carotte,254
533,2021-02-20 23:04:42.082296,rice,269
534,2021-02-20 23:04:42.082296,pork,193
535,2021-02-20 23:04:42.082296,mushroom,69
536,2021-02-20 23:04:42.082296,tomato,251
537,2021-02-20 23:04:42.082296,egg,254
538,2021-02-20 23:04:42.082296,beef,178
539,2021-02-19 23:04:42.082296,chicken,221
540,2021-02-19 23:04:42.082296,bread,295
541,2021-02-19 23:04:42.082296,lettuce,115
542,2021-02-19 23:04:42.082296,potato,206
543,2021-02-19 23:04:42.082296,carotte,207
544,2021-02-19 23:04:42.082296,rice,268
545,2021-02-19 23:04:42.082296,pork,174
546,2021-02-19 23:04:42.082296,mushroom,24
547,2021-02-19 23:04:42.082296,tomato,184
548,2021-02-19 23:04:42.082296,egg,244
549,2021-02-19 23:04:42.082296,beef,97
550,2021-02-18 23:04:42.082296,chicken,47
551,2021-02-18 23:04:42.082296,bread,91
552,2021-02-18 23:04:42.082296,lettuce,286
553,2021-02-18 23:04:42.082296,potato,168
554,2021-02-18 23:04:42.082296,carotte,215
555,2021-02-18 23:04:42.082296,rice,210
556,2021-02-18 23:04:42.082296,pork,180
557,2021-02-18 23:04:42.082296,mushroom,78
558,2021-02-18 23:04:42.082296,tomato,219
559,2021-02-18 23:04:42.082296,egg,182
560,2021-02-18 23:04:42.082296,beef,86
561,2021-02-17 23:04:42.082296,chicken,167
562,2021-02-17 23:04:42.082296,bread,48
563,2021-02-17 23:04:42.082296,lettuce,219
564,2021-02-17 23:04:42.082296,potato,87
565,2021-02-17 23:04:42.082296,carotte,116
566,2021-02-17 23:04:42.082296,rice,228
567,2021-02-17 23:04:42.082296,pork,111
568,2021-02-17 23:04:42.082296,mushroom,239
569,2021-02-17 23:04:42.082296,tomato,26
570,2021-02-17 23:04:42.082296,egg,37
571,2021-02-17 23:04:42.082296,beef,26
572,2021-02-16 23:04:42.082296,chicken,224
573,2021-02-16 23:04:42.082296,bread,281
574,2021-02-16 23:04:42.082296,lettuce,194
575,2021-02-16 23:04:42.082296,potato,232
576,2021-02-16 23:04:42.082296,carotte,121
577,2021-02-16 23:04:42.082296,rice,262
578,2021-02-16 23:04:42.082296,pork,75
579,2021-02-16 23:04:42.082296,mushroom,77
580,2021-02-16 23:04:42.082296,tomato,28
581,2021-02-16 23:04:42.082296,egg,117
582,2021-02-16 23:04:42.082296,beef,81
583,2021-02-15 23:04:42.082296,chicken,222
584,2021-02-15 23:04:42.082296,bread,92
585,2021-02-15 23:04:42.082296,lettuce,262
586,2021-02-15 23:04:42.082296,potato,33
587,2021-02-15 23:04:42.082296,carotte,109
588,2021-02-15 23:04:42.082296,rice,84
589,2021-02-15 23:04:42.082296,pork,148
